"Story","Title","Result","Date","Stability","Duration (s)"
"Identifying a new customer","Identifying a new customer living in the UK","SUCCESS","2018-10-14T21:36:09.718+05:30[Asia/Kolkata]","0.0","0.01"
"Identifying a new customer","Identifying a new customer not living in the UK","COMPROMISED","2018-10-14T21:36:09.728+05:30[Asia/Kolkata]","0.0","0.01"
